"taskID","weight","patina","site","surface","toSearch","dateDiscoveryMonth","objectType","gridRef","thickness","width","other","composition","optionsAccuracy","associations","Find spot marker","description","collection","dateDiscoveryDay","remarks","dateDiscoveryYear","rightCorner","length","edge","publications","userID","Lon","Lat","inputBy","imageURL"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10900","464.23","","site unknown.","","","None","Flanged Celt.","","11.9","butt 28.5","","","100","","Find spot marker","Developing stop ridge in middle - Edge is bevelled.","Liverpool Museum. 7107 M.","None","","None","","162","85","","181"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3896/14936476366_98e22b6b49_b.jpg"
"10900","464","","site unknown","","","None","Flanged Celt","","12","29","Width: edge 85mm; butt 28.5mm [;] Thickness: 11.9mm [;] Weight: 464.23 gms","","100","","Find spot marker","Developing stop ridge in middle. Edge is bevelled.","Liverpool Museum 7107 M","None","","None","","162","85","","433"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3896/14936476366_98e22b6b49_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10901","283.5","of mottled dark & light green","site unknown","pitted with holes, some of which appear to expose small of a metal differing from the main mass","","None","Flat Celt","","9","butt 39","","","100","","Find spot marker","In a very rough state altogether.","Liverpool Museum 7046 M.","None","","None","","102","66.5","","181"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm6.staticflickr.com/5566/14772931107_fe79b3de91_b.jpg"
"10901","284","Patina of mottled dark and light green.","site unknown","Pitted with holes, some of which appear to expose small [ ] of a metal differing from the main mass.","","None","Flat Celt","","9","39","Width: edge 66.5mm; butt 39mm [;] Weight: 283.5 gms","","100","","Find spot marker","In a very rough state altogether.","Liverpool Museum 7046 M","None","","None","","102","67","","433"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm6.staticflickr.com/5566/14772931107_fe79b3de91_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10902","248.06","","site unknown.","","","None","Axe","","16","butt end 38","","","100","","Find spot marker","The tang is modern & screwed into a portion of a celt.","Liverpool Museum 7052 M.","None","","None","","92","68.5","","181"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3899/14936475726_c25649fdf9_b.jpg"
"10902","248","","site unknown","","","None","Flat Axe","","16","38","Width: edge 68.5mm; butt end 38mm [;] Weight: 248.06 gms","","100","","Find spot marker","The tang is modern and screwed into a portion of a celt.","Liverpool Museum, 7052 M","None","","None","","92","69","","433"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3899/14936475726_c25649fdf9_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10903","535.1","","site unknown","","","None","Flat Celt","","12","butt 27","","","100","","Find spot marker","Bevelled edge. 3 rows of interlocking chevrons down each side of the face. In good condition","Liverpool Museum 7101 M.","None","","None","","157","85","","181"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3916/14959473295_fc95e49d34_b.jpg"
"10903","535","","site unknown","","","None","Flat Celt","","12","27","Width: edge 85mm; butt 27mm [;] Weight: 535.1 gms","","100","","Find spot marker","Bevelled edge. 3 rows of interlocking chevrons down each side of the face. In good condition.","Liverpool Museum, 7101 M","None","","None","","157","85","","433"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3916/14959473295_fc95e49d34_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10904","340.2","","site unknown.","","","None","Flat Celt.","","8","butt 28","","","100","","Find spot marker","Well preserved.","Liverpool Museum. 7103 M.","None","","None","","120","82","","181"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3839/14959118782_73e50a194a_b.jpg"
"10904","340","","site unknown","","","None","Flat Celt","","8","28","Width: edge 82mm; butt 28mm [;] Weight: 340.2 gms","","100","","Find spot marker","Well preserved.","Liverpool Museum [;] 7103M","None","","None","","120","82","","433"," -3.27657530"," 54.70235","Joellen mcGann; Cheryl Ellsworth","https://farm4.staticflickr.com/3839/14959118782_73e50a194a_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10905","723","","site unknown","","","None","Flat Celt","","12","35","Width: edge 107mm; butt 35mm [;] Weight: 722.92 gms","","100","","Find spot marker","In good state of preservation. Edge is damaged.","Liverpool Museum [;] 7104 M","None","","None","","163","107","","433"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3920/14959472845_79f3ed59a2_b.jpg"
"10905","722.92","","unknown","","","None","Flat Celt","","12","butt 35","Not geo-referenced as site uncertain to within 10km.","","100","","Find spot marker","In good state of preservation. Edge is damaged","Liverpool Museum, 7104M","None","","None","","163","107","","543"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3920/14959472845_79f3ed59a2_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10906","439","Green and brown Patina in patches.","site unknown","","","None","Flat Celt","","12","37","Width: edge 74mm; butt 37mm [;] Weight: 439.42 gms","","100","","Find spot marker","Edge slightly bent.","Liverpool Museum, 7105M","None","","None","","122","74","","433"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3899/14956364571_434e529f3c_b.jpg"
"10906","439.42","green and brown in patches","unknown","","","None","Flat Celt","","12","butt 37","Not geo-referenced as site uncertain to within 10km.","","100","","Find spot marker","Edge slightly bent","Liverpool Museum, 7105M","None","","None","","122","74","","543"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3899/14956364571_434e529f3c_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10907","230","","site unknown","Pitted and encrusted.","","None","Flat Celt","","9","29","Width: edge 52mm; butt 29mm [;] Weight: 230.34 gms","","100","","Find spot marker","Edge is damaged, also the butt.","Liverpool Museum, 7106 M","None","","None","","97","52","","433"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3853/14772864868_e172b7b8ba_b.jpg"
"10907","230.34","","unknown","pitted & encrusted","","None","Flat Celt","","9","butt 29 - see note in transcribers comments","Not geo-referenced as site uncertain to within 10km. Width of butt is shown incorrectly on diagram (as 52)","","100","","Find spot marker","Edge is damaged, also the butt","Liverpool Museum, 7106M","None","","None","","97","52","","543"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3853/14772864868_e172b7b8ba_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10908","471","","site unknown","Not encrusted.","","None","Flat Celt","","10","42","Width: edge 113mm; butt 42mm [;] Thickness: 9.5mm [;] Weight: 471.39 gms","","100","","Find spot marker","Butt broken, otherwise well preserved. Good cutting edge.","Liverpool Museum, 7108 M","None","","None","","110","113","","433"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3919/14772797580_3bdab3ba7e_b.jpg"
"10908","471.39","","unknown","not encrusted","","None","Flat Celt","","9.5","butt 42","Not geo-referenced as site uncertain to within 10km.","","100","","Find spot marker","Butt broken, otherwise well preserved. Good cutting edge","Liverpool Museum, 7108M","None","","None","","110","113","","543"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3919/14772797580_3bdab3ba7e_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10909","397","Light green patina.","site unknown","","","None","Flat Celt","","12","30","Width: edge 65mm; butt 30mm [;] Weight: 396.88 gms","","100","","Find spot marker","Well preserved.","Liverpool Museum 7109 M","None","","None","","161","65","","433"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3887/14959117802_cdb68d70ef_b.jpg"
"10909","396.88","light green","unknown","","","None","Flat Celt","","12","butt 30","Not geo-referenced as site uncertain to within 10km.","","100","","Find spot marker","Well preserved","Liverpool Museum, 7109M","None","","None","","161","65","","543"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm4.staticflickr.com/3887/14959117802_cdb68d70ef_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10910","259","Dark brown patina.","site unknown","","","None","Flat Celt","","8","33","Width: edge 66mm; butt 33mm [;] Thickness: 7.5mm [;] Weight: 258.69 gms","","100","","Find spot marker","Butt battered and partially bent over. edge much blunted. Roughly made.","Liverpool Museum 7110 M","None","","None","","111","66","","433"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm6.staticflickr.com/5587/14772929717_ed09c71d7d_b.jpg"
"10910","258.69","dark brown","unknown","","","None","Flat Celt","","7.5","butt 33","Not geo-referenced as site uncertain to within 10km.","","100","","Find spot marker","Butt battered and partially bent over. Edge much blunted. Roughly made","Liverpool Museum, 7110M","None","","None","","111","66","","543"," -3.27657530"," 54.70235","Joellen mcGann; Jane Fellows","https://farm6.staticflickr.com/5587/14772929717_ed09c71d7d_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10911","120.47","dark green","site unknown.","very badly pitted","","None","Flat Celt","","6","butt 20","No accuracy on geolocation reference. [;] 2 cross section drawings of celt on reverse. [;] Butt fairly worn. [;] Edge chipped or worn away at one corner.","","10000","","Find spot marker","Edge & butt are worn","Liverpool Museum. [;] 7111M","None","","None","","85","49","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3858/14772791349_249a071400_b.jpg"
"10911","120","Dark green patina.","site unknown","Very badly pitted.","","None","Flat Celt","","6","20","Width: edge 49mm; butt 20mm [;] Weight: 120.47 gms","","100","","Find spot marker","Edge and butt are worn.","Liverpool Museum 7111 M","None","","None","","85","49","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3858/14772791349_249a071400_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10912","333.11","slight green","site unknown.","","","None","Flat Celt.","","10","butt 33","No accuracy on geolocation reference. [;] Distinct edge bevel. Tips flared.","","10000","","Find spot marker","Good preservation. Well preserved cutting edge.","Liverpool Museum 7112 M.","None","","None","","101","68","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Dina Fathalla; Joellen mcGann","https://farm4.staticflickr.com/3855/14772863958_7eb09ba0ec_b.jpg"
"10912","333","Slight green patina.","site unknown","","","None","Flat Celt","","10","33","Width: edge 68mm; butt 33mm [;] Weight: 333.11 gms","","100","","Find spot marker","Goof preservation. Well preserved cutting edge.","Liverpool Museum, 7112 M","None","","None","","101","68","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Dina Fathalla; Joellen mcGann","https://farm4.staticflickr.com/3855/14772863958_7eb09ba0ec_b.jpg"
"10912","333.11","","site unknown","slight green","","None","Flat Celt","","10","33","","","100","","Find spot marker","Good preservation. Well preserved cutting edge.","Liverpool Museum","None","","None","","101","68","","473"," -3.27657530"," 54.70235","Jeff Okazaki; Dina Fathalla; Joellen mcGann","https://farm4.staticflickr.com/3855/14772863958_7eb09ba0ec_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10913","616.61","","site unknown.","","","None","Flat Celt","","13","butt 37.9","No accuracy on geolocation reference. [;] Tip flared on one side, significant widening at edge (hammering?) other side worn down?","","10000","","Find spot marker","","Liverpool Museum 7113 M.","None","","None","","138.5","83","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Dina Fathalla; Joellen mcGann","https://farm6.staticflickr.com/5595/14772863968_b6879d0d84_b.jpg"
"10913","617","","site unknown","","","None","Flat Celt","","13","38","Length: 138.5mm [;] Width: edge 83mm; butt 37.9mm [;] Weight: 616.61 gms","","100","","Find spot marker","","Liverpool Museum, 7113 M","None","","None","","139","83","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Dina Fathalla; Joellen mcGann","https://farm6.staticflickr.com/5595/14772863968_b6879d0d84_b.jpg"
"10913","616.61","","site unknown","","","None","Flat Celt","","13","37.9","","","100","","Find spot marker","","Liverpool Museum 7113M","None","","None","","138.5","83","","473"," -3.27657530"," 54.70235","Jeff Okazaki; Dina Fathalla; Joellen mcGann","https://farm6.staticflickr.com/5595/14772863968_b6879d0d84_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10914","130.47","Brown","site unknown.","","","None","Flat Celt.","","4","butt 27","No accuracy on geolocation reference. [;] Very little widening, edge quite rounded on side profile.","","10000","","Find spot marker","Good condition","Liverpool Museum [;] 7114M.","None","","None","","81","41","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3921/14956362991_4bdfaf65e8_b.jpg"
"10914","120","Brown patina.","site unknown","","","None","Flat Celt","","4","27","Width: edge 41mm; butt 27mm [;] Weight: 120.47 gms","","100","","Find spot marker","Good condition.","Liverpool Museum, 7114 M","None","","None","","81","41","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3921/14956362991_4bdfaf65e8_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10915","145.29","","site unknown.","","","None","Flat Celt","","8","butt 25","No accuracy on geolocation reference. [;] 2 cross section drawings of celt on reverse. [;] Thin flanges running from just above edge bevel to just below butt. [;] Butt damaged, large portion from centre and one side missing. Other side of butt has a small hole pierced through. [;] Blade widens from centre of object to edge. Edge fairly chipped and worn, slightly crescent shaped.","","10000","","Find spot marker","","Liverpool Museum [;] 7115M.","None","","None","","98.2","50","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3925/14772863258_e83edc79f1_b.jpg"
"10915","145","","site unknown","","","None","Flat Celt","","8","25","Length: 98.2mm [;] Width: edge 50mm; butt 25mm [;] Weight: 145.29 gms","","100","","Find spot marker","","Liverpool Museum, 7115 M","None","","None","","98","50","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3925/14772863258_e83edc79f1_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10916","595.35","","site unknown.","","","None","Flat Celt.","","9","butt 57","No accuracy on geolocation reference. [;] 2 cross section drawings of celt on reverse. [;] Portion of butt is bent back towards blade on both sides. [;] Blade widens at edge bevel, possibly flared tips in antiquity. Edge somewhat crescent shaped. [;] Bend is a very vague ""U"" shape to one side from edge to butt.","","10000","","Find spot marker","Edge completely flattened by breakage. Butt is much burred. Whole celt is bent","Liverpool Museum. [;] 2.10.90. 211.","None","","None","","135","90","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3855/14772795900_452a89b27a_b.jpg"
"10916","595","","site unknown","","","None","Flat Celt","","9","57","Width: edge 90mm; butt 57mm [;] Weight: 595.35 gms","","100","","Find spot marker","Edge completely flattened by breakage. Butt is much burred. Whole celt is bent.","Liverpool Museum 2.10.90.211","None","","None","","135","90","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3855/14772795900_452a89b27a_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10917","493.53","dull brown. green patches. bronze shows.","locality unknown","rough","","None","Flat Celt.","","11","butt 32.","No accuracy on geolocation reference. [;] 2 cross section drawings of celt on reverse. [;] Widens from butt to edge, quickening as it moves towards edge. [;] Butt rounded, quite thin compared to rest of object, (tapers to thin butt). [;] 2 horizontal bands transversing face of blade, one near centre, one near edge bevel. [;] Edge tips flared, edge slightly crescent shaped.","","10000","","Find spot marker","Slight central ridge","British Museum [;] Londesborough Colln. [;] LONDON [;] 88 7 19. 4","None","","None","","173","95","","243"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3849/14936473026_550edd85c2_b.jpg"
"10917","494","Dull brown. Green patches. Bronze shows.","locality unknown","Rough","","None","Flat Celt","","11","32","Width: edge 95mm; butt 32mm [;] Weight: 493.53 gms","","100","","Find spot marker","Slight central ridge.","British Museum [;] 88.7-19.4 [;] Londesborough Collection [;] London","None","","None","","173","95","","433"," -3.27657530"," 54.70235","Jeff Okazaki; Joellen mcGann","https://farm4.staticflickr.com/3849/14936473026_550edd85c2_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10918","650.71","greenish brown","locality unknown ","smooth. a few deep scratches or chips on lower part of blade (both faces)","","None","Flat Celt","","12","butt 40","bottom right corner of card: C1","Defined bevel at edge. Sides slightly faceted.","100","","Find spot marker","","British Museum [;] 88 [;] 7 [;] 19 [;] 3 [;] Londesborough Coll.","None","","None","","151.5","100","","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5579/14772790069_c306b1b8d3_b.jpg"
"10918","651","Slight patina greenish brown.","locality unknown","Smooth. A few deep scratches or chips on lower part of blade (both faces)","","None","Flat Celt","","12","40","Length: 151.5mm [;] Width: edge 100mm; butt 40mm [;] Weight: 650.71 gms","","100","","Find spot marker","Defined level at edge. Sides slightly faceted.","British Museum [;] 88.7-19.3","None","","None","","152","100","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5579/14772790069_c306b1b8d3_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10919","345.95","dark greenish brown","locality unknown","","","None","Low-Flanged Celt","","11","middle 33 [;] butt 24","Printed in bottom right corner: C1","Sides faceted into long diamond pattern. Ornamented with pecked wave-like pattern, near edge this ends in a curved line. Very slightly flanged & stop ridge is very slight. Blade tapers from centre ls edge & sharp butt.","100","","Find spot marker","","British Museum [;] 88 [;] 7 [;] 19 [;] 7 [;] Londesborough Colln.","None","","None","","139","73","","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm4.staticflickr.com/3901/14959116252_7beaff9c0f_b.jpg"
"10919","346","Dark greenish brown.","locality unknown","","","None","Low-Flanged Celt","","11","24","Width: edge 73mm; middle 33mm; butt 24mm [;] Weight: 345.95 gms","","100","","Find spot marker","Sides faceted into long diamond pattern. Ornamented with pecked wave-like pattern, near edge this ends in a curved line. Very slightly flanged and stop ridge is very slight. Blade tapers from centre to edge and sharp butt.","British Museum [;] 88.7-19.7 [;] Londesborough Collection","None","","None","","139","73","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm4.staticflickr.com/3901/14959116252_7beaff9c0f_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10920","649.46","sage green. Showing golden bronze along edges.","locality unknown","rather rough","","None","Flat Celt","","13","butt 28","Printed in bottom right corner: C1","Edge & butt a little chipped. Faintly marked ridge, sides very slightly flanged at this ridge. Central ridges down sides.","100","","Find spot marker","","","None","","None","","194","99","British Museum 88 [;] 7 [;] 19 [;] 5 [;] Londesborough Colln.","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5564/14959115912_9b5f7fa0c2_b.jpg"
"10920","649","Sage green. Showing golden bronze along edges.","locality unknown","Rather rough.","","None","Flat Celt","","13","28","Width: edge 99mm; butt 28mm [;] Weight: 649.46 gms","","100","","Find spot marker","Edge and butt a little chipped. Faintly marked ridge, sides very slightly flanged at this ridges. Central ridges down sides.","British Museum [;] 88.7-19.5 [;] Londesborough Collection","None","","None","","194","99","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5564/14959115912_9b5f7fa0c2_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10921","694.57","light green & reddish brown","locality unknown","heavily corroded","","None","Flat Celt","","14","butt48","Printed in bottom right corner of card: C1","Edge points & butt worn and broken","100","","Find spot marker","","British Museum [;] 88 [;] 7 [;] 19 [;] 2 [;] Londesborough Colln.","None","","None","","150","80","","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm4.staticflickr.com/3908/14772795050_b513dedc11_b.jpg"
"10921","695","Light green and reddish brown.","locality unknown","Heavily corroded.","","None","Flat Celt","","14","48","Width: edge 80mm; butt 48mm [;] Weight: 694.57 gms","","100","","Find spot marker","Edge points and butt worn and broken.","British Museum [;] 88.7-19.2 [;] Londesborough Collection","None","","None","","150","80","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm4.staticflickr.com/3908/14772795050_b513dedc11_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10922","333.61","blackish brown. edges clean bronze","locality unknown","","","None","Low-Flanged Celt","","14","butt 26","Printed on bottom right corner of card: C1","Two hollows, one at edge & one at butt. Ornamented with punched lines & Chevrons from stop to near edge. Sides faceted & ornamented with triple zig zag furrows.","100","","Find spot marker","","British Museum [;] 88 [;] 7 [;] 19 [;] 86","None","","None","","132","66","","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm4.staticflickr.com/3882/14772794740_4b0752dd19_b.jpg"
"10922","334","Blackish brown. Edges clean bronze.","locality unknown","","","None","Low-Flanged Celt","","14","26","Width: edge 66mm; butt 26mm [;] Weight: 333.61 gms","","100","","Find spot marker","Two hollows, one at edge and one at butt. Ornamented with punched lines and chevrons from stop to near edge. Sides faceted and ornamented with triple zig-zag furrows.","British Museum [;] 88.7-19.86","None","","None","","132","66","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm4.staticflickr.com/3882/14772794740_4b0752dd19_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10923","","no (patina)","locality unknown (believed thames)","golden brown bronze, mottled darker brown","","None","Flanged Celt","","8.5 [;] 9.5 [;] 10.75","middle 52 [;] butt 33","","slightly flanged","100","","Find spot marker","","Brentford Public Library [;] Layton Colln o1166 [;] Now in the London Museum","None","OK","None","d","158","91","","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5577/14956361481_21d8bd386d_b.jpg"
"10923","","No patina.","locality unknown (believed thames)","Golden brown bronze, mottled darker brown.","","None","Flanged Celt","","9","33","Width: edge 91mm; middle 52mm; butt 33mm [;] Thickness: 8.5mm; 9.5mm; 10.75mm","","100","","Find spot marker","Slightly flanged.","Brentford Public Library [;] Layton Collection [;] O1166 [;] Now in The London Museum","None","OK","None","","158","91","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5577/14956361481_21d8bd386d_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10924","","","locality unknown (believed thames)","","","None","Hammer-Flanged Flat Axe","","11.25 [;] nearly 10","middle 33.5 [;] butt 25","","Butt is cracked & bent ","100","","Find spot marker","","Brentford Public Library [;] Layton Colln [;] o1169 [;] Now in London Museum","None","Unacc.","None","d","125","72","","226"," -3.27657530"," 54.70235","Elaine Dale; Dina Fathalla","https://farm4.staticflickr.com/3848/14772794370_d8c54efbbd_b.jpg"
"10924","","","locality unknown (believed thames)","","","None","Hammer-Flanged Flat Axe","","11.25","middle 33.5 butt 25","Did not transcribe 'nearly 10' as was unsure if it was relating to weight or thickness. Also did not transcribe bottom left word in pencil","","100","","Find spot marker","Butt is cracked + bent","Brentford Public Library [;] Layton Colln. O 1169 [;] Now in London Museum","None","","None","d","125","72","","473"," -3.27657530"," 54.70235","Elaine Dale; Dina Fathalla","https://farm4.staticflickr.com/3848/14772794370_d8c54efbbd_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10925","","mottled light & dark green on face, Other side mottled greeny brown","locality unknown","","","None","Flat Celt","","13 [;] 9","middle 74 [;] butt 48","","good condition","100","","Find spot marker","The under side seems more roughly cast. Some heavy scratchings towards edge on face.","now in London Mus. [;] Brentford Public Library [;] Layton Colln. [;] o1168","None","","None","","158","104","","226"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5581/14772926567_cbc0255a15_b.jpg"
"10925","","Mottled light and dark green on face. Other side mottled greeny brown.","locality unknown","The under side seems more roughly cast. Some heavy scratchings towards edge on face.","","None","Flat Celt","","13","48","Width: edge 104mm; middle 74mm; butt 48mm [;] Thickness: 13mm; 9mm","","100","","Find spot marker","Good condition.","now in London Museum [;] Brentford Public Library [;] Layton Collection [;] O1168","None","","None","","158","104","","433"," -3.27657530"," 54.70235","Elaine Dale; Joellen mcGann","https://farm6.staticflickr.com/5581/14772926567_cbc0255a15_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
